                                                                     
                                                                     
                                                                     
                                             
Angles in degrees, polarised cross sections in microbarns/sterad
Coefficients A_F, B_F, C_F, D_F for sigmaF = rho*sintheta*[A_F + B_F*x + C_F*(3x^2-1)/2 + D_F*(5x^3-3x)/2] with x = costheta and rho = q/k

------------------------------------------------------------------------------

Channel 256: 144.184 +- 0.722 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.965274     0.390335   -34.912434     0.736358     2.289353     1.040876     0.000000     0.000000

chi^2/ndf =  26.408/15 =   1.761

------------------------------------------------------------------------------

Channel  82: 348.354 +- 0.514 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -2.610835         3.320500
 15.0   5.0          -3.710225         1.840387
 25.0   5.0         -10.569341         1.662435
 35.0   5.0         -15.545689         1.385285
 45.0   5.0         -17.338240         1.119768
 55.0   5.0         -18.318657         0.972794
 65.0   5.0         -17.019356         0.909200
 75.0   5.0         -12.709938         0.882316
 85.0   5.0          -7.063536         0.860569
 95.0   5.0          -2.770764         0.855736
105.0   5.0           2.954597         0.848712
115.0   5.0           5.922469         0.859717
125.0   5.0          10.577723         0.902320
135.0   5.0          11.324171         0.943241
145.0   5.0          12.668285         1.071906
155.0   5.0           9.039598         1.228075
165.0   5.0           3.105352         1.719476
175.0   5.0           5.267204         4.252270

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -5.124548     0.420089   -32.908958     0.792934     1.996197     1.120110     0.000000     0.000000

chi^2/ndf =  19.109/15 =   1.274

------------------------------------------------------------------------------

Channel  81: 349.322 +- 0.510 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.377348         3.088488
 15.0   5.0          -3.702057         1.860568
 25.0   5.0          -5.528295         1.660257
 35.0   5.0         -16.652454         1.422861
 45.0   5.0         -16.646210         1.105203
 55.0   5.0         -18.514952         0.965040
 65.0   5.0         -14.388028         0.914440
 75.0   5.0         -11.953680         0.883740
 85.0   5.0          -6.862076         0.860960
 95.0   5.0          -2.169769         0.848855
105.0   5.0           3.477511         0.866262
115.0   5.0           8.228989         0.859756
125.0   5.0          10.043279         0.890310
135.0   5.0          10.894636         0.949402
145.0   5.0          12.238776         1.070764
155.0   5.0           8.925808         1.232653
165.0   5.0           4.216421         1.716403
175.0   5.0           2.181164         3.760560

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.301609     0.419904   -32.012675     0.792374     1.639596     1.121497     0.000000     0.000000

chi^2/ndf =  32.013/15 =   2.134

------------------------------------------------------------------------------

Channel  80: 350.287 +- 0.506 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.009804         3.537606
 15.0   5.0          -5.257505         2.677520
 25.0   5.0          -6.050565         2.569803
 35.0   5.0         -16.274752         2.132569
 45.0   5.0         -18.370937         1.740388
 55.0   5.0         -19.275568         1.509342
 65.0   5.0         -18.986427         1.448554
 75.0   5.0         -13.895823         1.383590
 85.0   5.0          -8.417377         1.361846
 95.0   5.0          -1.286806         1.351713
105.0   5.0           5.939496         1.346829
115.0   5.0           8.261826         1.354368
125.0   5.0           9.645680         1.417743
135.0   5.0          11.471551         1.501320
145.0   5.0          14.565736         1.677798
155.0   5.0          10.409456         1.998012
165.0   5.0           6.080959         2.724142
175.0   5.0           5.855814         7.273655

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.799006     0.657229   -35.646922     1.240712     2.342640     1.753908     0.000000     0.000000

chi^2/ndf =  24.096/15 =   1.606

------------------------------------------------------------------------------

Channel  79: 351.249 +- 0.502 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           1.745455         3.714050
 15.0   5.0          -8.246631         2.623724
 25.0   5.0         -13.665107         2.467747
 35.0   5.0         -14.604592         1.987690
 45.0   5.0         -18.577002         1.572727
 55.0   5.0         -18.032913         1.358072
 65.0   5.0         -17.626322         1.298654
 75.0   5.0         -15.377098         1.258208
 85.0   5.0          -7.323410         1.224894
 95.0   5.0          -1.615535         1.210456
105.0   5.0           5.667008         1.215552
115.0   5.0           7.950128         1.212716
125.0   5.0           9.002155         1.266521
135.0   5.0          13.272227         1.358027
145.0   5.0          12.341585         1.508518
155.0   5.0           8.308290         1.728386
165.0   5.0           3.635366         2.276825
175.0   5.0          10.773691         5.920577

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -5.341718     0.594126   -35.135059     1.121393     0.290165     1.586805     0.000000     0.000000

chi^2/ndf =  22.104/15 =   1.474

------------------------------------------------------------------------------

Channel  78: 352.208 +- 0.498 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.176686         3.722011
 15.0   5.0          -8.752559         2.261147
 25.0   5.0         -13.916033         2.011582
 35.0   5.0         -20.123629         1.606375
 45.0   5.0         -17.060129         1.288070
 55.0   5.0         -17.908567         1.130295
 65.0   5.0         -18.628101         1.073663
 75.0   5.0         -12.170190         1.031955
 85.0   5.0          -7.931096         1.010943
 95.0   5.0          -2.131494         0.994326
105.0   5.0           1.588329         1.002112
115.0   5.0           7.449486         1.015320
125.0   5.0          11.464880         1.067223
135.0   5.0          12.440538         1.112251
145.0   5.0          11.201043         1.222647
155.0   5.0           6.727129         1.437239
165.0   5.0           5.190368         1.947203
175.0   5.0           1.407167         5.210210

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -5.914396     0.489579   -34.582695     0.925425    -0.287704     1.304139     0.000000     0.000000

chi^2/ndf =  18.187/15 =   1.212

------------------------------------------------------------------------------

Channel  77: 353.163 +- 0.493 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.613883         3.374308
 15.0   5.0          -7.760605         2.117304
 25.0   5.0          -9.344447         1.869106
 35.0   5.0         -14.236297         1.544542
 45.0   5.0         -17.230375         1.225900
 55.0   5.0         -16.424593         1.072505
 65.0   5.0         -14.319418         1.017688
 75.0   5.0         -12.914084         0.987452
 85.0   5.0          -7.565686         0.964502
 95.0   5.0          -2.436833         0.960570
105.0   5.0           3.657752         0.946065
115.0   5.0           6.752021         0.967112
125.0   5.0           8.008333         0.993900
135.0   5.0          11.832089         1.069918
145.0   5.0          10.797884         1.195415
155.0   5.0           7.809000         1.423327
165.0   5.0           5.218610         1.854963
175.0   5.0          -2.321806         5.692810

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.819338     0.467243   -30.734876     0.880748     1.416745     1.250230     0.000000     0.000000

chi^2/ndf =  11.814/15 =   0.788

------------------------------------------------------------------------------

Channel  76: 354.104 +- 0.500 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -6.178845         3.702534
 15.0   5.0          -0.804991         2.105121
 25.0   5.0         -12.307882         2.091419
 35.0   5.0         -17.561596         1.724260
 45.0   5.0         -15.630868         1.325298
 55.0   5.0         -19.172552         1.179054
 65.0   5.0         -15.891001         1.111860
 75.0   5.0         -13.056921         1.075773
 85.0   5.0          -8.279161         1.056563
 95.0   5.0          -2.157003         1.045262
105.0   5.0           3.307703         1.047340
115.0   5.0           5.837131         1.059133
125.0   5.0           9.119508         1.103028
135.0   5.0          10.817397         1.162304
145.0   5.0           9.856298         1.275102
155.0   5.0           7.841602         1.559585
165.0   5.0           5.302243         2.078446
175.0   5.0           3.632690         5.854932

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -5.715637     0.510030   -31.686392     0.962762     0.586914     1.362846     0.000000     0.000000

chi^2/ndf =  22.634/15 =   1.509

------------------------------------------------------------------------------

Channel  75: 355.062 +- 0.505 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.400200         4.240200
 15.0   5.0          -5.628466         2.557123
 25.0   5.0          -8.562453         2.401070
 35.0   5.0         -14.404185         1.973302
 45.0   5.0         -15.325751         1.520329
 55.0   5.0         -18.007816         1.377904
 65.0   5.0         -15.930114         1.294179
 75.0   5.0         -11.827029         1.243260
 85.0   5.0          -7.006189         1.239712
 95.0   5.0          -1.457092         1.222694
105.0   5.0           4.581108         1.213181
115.0   5.0           7.280245         1.229354
125.0   5.0           7.649431         1.260005
135.0   5.0          11.191582         1.372140
145.0   5.0          12.701558         1.507811
155.0   5.0           9.081012         1.771630
165.0   5.0           7.574496         2.570915
175.0   5.0           3.714927         5.911853

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.335116     0.592016   -31.430882     1.116309     1.735011     1.585568     0.000000     0.000000

chi^2/ndf =  13.525/15 =   0.902

------------------------------------------------------------------------------

Channel  74: 356.007 +- 0.501 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -7.221930         4.510083
 15.0   5.0           0.273244         2.238848
 25.0   5.0          -5.616758         2.189624
 35.0   5.0         -14.957409         1.770947
 45.0   5.0         -14.948117         1.430856
 55.0   5.0         -17.707911         1.252434
 65.0   5.0         -16.254187         1.165939
